1.339186081187e-02 3.710548033279e-03 -2.220195999501e-02 -1.888116151221e-03 -1.671386358538e-04
-8.810099183144e-03 1.741131774095e-03 7.702448990675e-02 -2.038031902131e-03 -1.373059337464e-04
1.674408406254e-01 -4.045816893093e-04 4.108710495620e-02 -2.169852286438e-03 -1.054751664729e-04
7.336411072926e-02 -2.633152551970e-03 -3.384418873259e-02 -2.256125646843e-03 -6.611447379300e-05
9.975246316020e-02 -4.841449855236e-03 -1.005571594148e-01 -2.270450703105e-03 -1.415677638938e-05
-1.277502081003e-01 -7.127110298189e-03 -1.697119957168e-01 -2.263258811227e-03 3.085954378548e-05
-2.396715282733e-01 -9.386090391486e-03 2.991109581368e-02 -2.212569281973e-03 7.423506951302e-05
-6.792801647292e-02 -1.156665142085e-02 1.178811982150e-01 -2.117691082039e-03 1.149825575823e-04
-3.909131843359e-03 -1.376089564618e-02 7.864178551250e-02 -2.030496135091e-03 1.361713562913e-04
8.935555455208e-02 -1.569266067817e-02 1.072176192190e-03 -1.867247315047e-03 1.662053988654e-04
-1.764779458978e-03 -1.747986624277e-02 -1.095056227149e-01 -1.688762207979e-03 1.863963896021e-04
-1.296556908777e-01 -1.908980794711e-02 -3.251663557094e-02 -1.497287957300e-03 1.983364094182e-04
-6.679805060086e-02 -2.045333885295e-02 7.391328435427e-02 -1.279387791405e-03 2.089926692956e-04
1.817087783080e-02 -2.154851056079e-02 7.495156481747e-02 -1.036722950186e-03 2.202558739731e-04
8.310507903407e-02 -2.250074408527e-02 -3.649786248524e-02 -8.216693315466e-04 2.175223852112e-04
-5.482484713968e-02 -2.315603039099e-02 -7.345411465170e-02 -5.811539785240e-04 2.205638837774e-04
-6.380315026934e-02 -2.353682825189e-02 2.776685015461e-02 -3.260645096160e-04 2.272225671626e-04
7.088531695428e-04 -2.379344107285e-02 -1.591109584209e-03 -1.117410714835e-04 2.206399413328e-04
-6.698536943776e-02 -2.383380365395e-02 -4.174254315412e-02 9.738064348282e-05 2.135914570104e-04
-8.277623313869e-02 -2.352476542759e-02 6.411768623691e-02 3.508737779261e-04 2.223262913238e-04
6.125000303605e-02 -2.311572915738e-02 2.300869606146e-02 5.579704597995e-04 2.167543987802e-04
-3.675884101578e-02 -2.236189166550e-02 -4.509967197398e-02 8.096673135704e-04 2.263564972539e-04
-2.894934091191e-02 -2.136984629330e-02 -2.746431303284e-02 1.065688380803e-03 2.367522111648e-04
-9.168746708146e-02 -2.020993420167e-02 -1.471560248396e-02 1.299465918435e-03 2.384876052382e-04
-5.838054587982e-02 -1.881180242728e-02 4.907449804867e-02 1.535654961688e-03 2.390857708843e-04
6.461529015869e-03 -1.709454762047e-02 3.152746592858e-02 1.801080940671e-03 2.465172382002e-04
4.674385977342e-03 -1.518973901880e-02 -4.076711344134e-02 2.044059692325e-03 2.432738029152e-04
-7.507269786680e-02 -1.302402652739e-02 -9.548827356906e-03 2.282702069455e-03 2.374369018255e-04
-1.442326873647e-02 -1.064360323472e-02 1.113143887795e-01 2.553043828696e-03 2.223071554268e-04
1.475560796922e-01 -7.980058253020e-03 -3.112314377764e-03 2.788483486858e-03 2.061467651718e-04
-2.064789749200e-02 -5.124151357955e-03 -8.681290378986e-02 2.999511140868e-03 1.794846221408e-04
-2.606972788753e-02 -1.920121641993e-03 3.413050151456e-03 3.173088755460e-03 1.637051793125e-04
-1.382179718908e-02 1.418025284508e-03 -1.141349969088e-01 3.285545109296e-03 1.368159576189e-04
-2.543397217052e-01 4.829284420553e-03 3.578182543003e-02 3.403657395462e-03 9.604732407298e-05
5.774185367097e-02 8.189697741359e-03 1.253643676972e-01 3.442435881489e-03 3.275781144176e-05
-3.610986310676e-03 1.159292362094e-02 -4.017955524345e-02 3.452994796974e-03 -3.341691569459e-05
-2.261725681593e-02 1.503747526229e-02 3.755560401180e-02 3.394747142425e-03 -9.363890642393e-05
7.150022171291e-02 1.841861472870e-02 9.017197273503e-02 3.250442633462e-03 -1.504083174857e-04
1.577266886541e-01 2.157921044406e-02 -5.536380393083e-02 3.049135090711e-03 -2.126069629681e-04
-3.922738614874e-02 2.443167671857e-02 -1.972480153745e-02 2.782546052574e-03 -2.809630404388e-04
1.182770855792e-01 2.712516908828e-02 1.092693774449e-01 2.518157802168e-03 -3.287661301874e-04
1.793113687411e-01 2.951404461915e-02 -9.570584115491e-02 2.167937605709e-03 -3.659202823476e-04
-7.313459673059e-02 3.159801930844e-02 -1.211465684341e-01 1.805384362143e-03 -3.859752573295e-04
-6.298176812702e-02 3.324301098144e-02 1.401020269054e-01 1.421976966205e-03 -4.012143125913e-04
2.070694570803e-01 3.445620070996e-02 -1.365941630819e-02 9.960972143131e-04 -4.079123203600e-04
-9.030060074339e-02 3.534924947567e-02 -1.675745165959e-02 6.029981258053e-04 -3.920464784533e-04
1.735545537611e-01 3.569151152837e-02 1.143047433780e-01 2.108126949460e-04 -3.833275335042e-04
1.383088860127e-01 3.576954018740e-02 -1.055456088744e-01 -1.501597265002e-04 -3.500644468502e-04
-3.753666398769e-02 3.541798387824e-02 -8.436995298190e-02 -5.019533466972e-04 -3.168386471666e-04
-3.043101995114e-02 3.479375120003e-02 8.144689443517e-02 -8.122902553054e-04 -2.703704975505e-04
1.253571248826e-01 3.395522590834e-02 1.523251013207e-03 -1.038858580808e-03 -2.113317614740e-04
-2.738451792472e-02 3.283820469972e-02 -6.499503151252e-02 -1.215449002977e-03 -1.561868451634e-04
-4.632938142394e-03 3.173016856105e-02 5.364138246776e-02 -1.278981951107e-03 -7.978673976740e-05
7.989824701079e-02 3.054539497583e-02 2.931426353365e-02 -1.303384121442e-03 -2.809858628007e-06
5.399558892491e-02 2.935022741927e-02 -3.565660655810e-02 -1.242470905866e-03 7.245548606193e-05
